label_id,space_similarity,material_similarity,defect_similarity,actual_space,predicted_space,actual_material,predicted_material,actual_defect,predicted_defect
7d3a8cbf-5aed-4197-aea9-df4dd478ba69,0.618415355682373,0.27852708101272583,0.37324634194374084,거실,Living Room,도배지,Plastic clip,들뜸,Installation / Construction Faults
72b5cd36-c4cc-4c52-bc6a-85a1ccd4bdc1,0.36891984939575195,0.28443998098373413,0.0,거실,Laundry Room,장판,"Flooring, Electrical Outlet",들뜸,unknown
e220e905-fb6d-454c-8015-778bf8f43204,0.3734534978866577,0.32500502467155457,0.37324634194374084,주방,Entrance Storage,마루,Door frame,들뜸,Installation / Construction Faults
3acc21b0-b86a-4760-979a-6d3d73d280d5,0.6005507707595825,0.6213635206222534,0.11834557354450226,실외기실,Bathroom / Hygiene Spaces,타일,Tile,들뜸,"Fixtures, Doors & Windows Issues"
248d7167-baca-4479-a556-1de2a3cd4881,0.5649206638336182,0.49740976095199585,0.324939489364624,침실2,Balcony (Living Room),PL창호,None,오염,None
13116a91-c721-4f03-80ea-bbbf1a5f2421,0.5005512237548828,0.40326398611068726,0.3262208104133606,거실,Other Auxiliary Spaces,환기배관,Ducting material,마감불량,Installation / Construction Faults
22f54dc6-b8a2-42c5-9edb-424e5ef7e6b3,0.6666330695152283,0.21238408982753754,0.0,거실,Balcony (Living Room),PL창호,"Wood flooring, Window frame, Baseboard",파손,unknown
69c0a11c-325a-4d34-a7ee-aea5bf7aa573,0.37624064087867737,0.40025854110717773,0.4597395658493042,주방,Main Living Spaces - Living Room,주방가구,"Drywall, Paint, Flooring",벗겨짐,None
018eb0d9-2ffb-4c8c-be52-308623d51020,0.5016568899154663,0.3782447278499603,0.3526284694671631,침실1(안방),Entrance / Vestibule,목제창호,Door,흠집,Installation / Construction Faults
99bc6876-8913-4bb4-9d9d-c54b9649414b,0.4994567334651947,0.8945672512054443,0.578779935836792,공용욕실,Kitchen & Dining Spaces,타일,Grout,단차,Finishing / Surface Issues
8451fc20-586c-4fa1-b702-056fcc0c913b,0.9157058596611023,0.273490846157074,0.14070840179920197,욕실,Bathroom / Hygiene Spaces,UBR,Showerhead and hose,누수,"Fixtures, Doors & Windows Issues"
3c5356ac-3776-4179-9233-cc4624724d6a,0.1497800648212433,0.4932689070701599,0.12724454700946808,부부욕실,Bathroom / Hygiene Spaces,타일,Concrete,단차,Leakage & Water-related Issues
14e5ddfe-03bf-488a-b1f6-52dde63ebd71,0.345700204372406,0.4189988374710083,0.17818710207939148,침실1(안방),Kitchen & Dining Spaces - Kitchen,벽면,Window frame,마감불량,"Fixtures, Doors & Windows Issues"
a81a2c6b-d8d9-4385-8d9c-753cd9d94ff5,0.3941294550895691,0.17915618419647217,0.3864471912384033,발코니(거실),Bathroom / Hygiene Spaces,우수배관,PVC Pipe,누수,Leakage & Water-related Issues
14474630-39ed-4122-b101-cde80474b869,0.4606126844882965,0.29312777519226074,0.48078587651252747,침실3,Entrance / Hallways / Storage,목제창호,Door frame,흠집,Finishing / Surface Issues
876e4ed8-2ed4-437e-af31-5aaa210189bc,0.7141123414039612,0.3270656168460846,0.578779935836792,현관,Entrance / Hallways / Storage,강제창호,Painted Wall,단차,Finishing / Surface Issues
f6e608e4-393c-448f-9e91-846217313c19,0.5109831094741821,0.3224433362483978,0.24853593111038208,침실1(안방),Entrance / Hallways / Storage,목제창호,Door handle,손잡이불량,Installation / Construction Faults
4754fd41-8453-46fc-95b3-c2d2475c6f03,0.6165755987167358,0.6213635206222534,0.578779935836792,공용욕실,Entrance / Hallways / Storage,타일,Tile,단차,Finishing / Surface Issues
11d4db12-afd5-4531-b4c3-6a0c9e64642a,0.44553667306900024,0.957403302192688,0.1647484302520752,발코니(거실),Balcony (Living Room),유리,Glass,파손,"Fixtures, Doors & Windows Issues"
0e77190c-3c1f-413a-86ef-111db418fc64,0.6152337789535522,0.2665278911590576,0.49695929884910583,공용욕실,Bathroom / Hygiene Spaces,실리콘,Tile grout,마감불량,Finishing / Surface Issues
0a0c8b11-67ee-4d32-9406-e22a88239541,0.5005512237548828,0.2585664987564087,0.5277662873268127,거실,Other Auxiliary Spaces,PL창호,Metal (likely a door or window frame),파손,Finishing / Surface Issues
bb85b5a3-1f12-45a7-aab6-82c372e82b36,0.4842832088470459,0.32575589418411255,0.504275918006897,침실2,Living Room,도배지,Paint,들뜸,Finishing / Surface Issues
d4da5846-5af7-4eda-94be-c51b1546b284,0.6627585887908936,0.4324158728122711,0.3715306520462036,세탁실,Bathroom / Hygiene Spaces,오/배수배관,"PVC pipes, plastic caps, tiles",누수,Installation / Construction Faults
12158fe9-962e-4fe9-9d30-5a128632cb63,0.1497800648212433,0.11720121651887894,0.34175634384155273,부부욕실,Bathroom / Hygiene Spaces,실리콘,Toilet Paper Holder,코킹불량,Finishing / Surface Issues
1a1a6da9-99a7-4b25-9601-1cf1749e4c1e,0.6465598344802856,0.2940097451210022,0.48078587651252747,주방,Bathroom / Hygiene Spaces,도배지,Painted Wall,흠집,Finishing / Surface Issues
b16e8154-b5f3-4c1d-ae6a-729c2630ea76,0.6825559139251709,0.28533774614334106,0.1846160590648651,실외기실,Balcony (Living Room),AL창호,Window frame,손잡이불량,"Fixtures, Doors & Windows Issues"
08a3e381-1de3-4490-8c23-251adb6c0ac9,0.6152337789535522,0.17128139734268188,0.28127411007881165,공용욕실,Bathroom / Hygiene Spaces,대리석,Toilet Seat Cover,균열,Installation / Construction Faults
7cbffd1f-4373-4572-a2fd-602209636c62,0.3104534149169922,0.2842581272125244,0.13423998653888702,발코니(주방),Bathroom / Hygiene Spaces,페인트,PVC Pipe,박리,Leakage & Water-related Issues
80c02dd2-2f2e-4669-afdd-27208ec39f20,0.7141123414039612,0.4116794466972351,0.578779935836792,현관,Entrance / Hallways / Storage,타일,Tile flooring,단차,Finishing / Surface Issues
4035cdd2-3d69-4fd5-bd95-4cd3f10774f5,0.6210179924964905,0.47660350799560547,0.37324634194374084,거실,Entrance / Hallways / Storage,몰딩,Baseboard,들뜸,Installation / Construction Faults
836c0701-f284-4c75-a7d1-9782c60a4cca,0.6584701538085938,0.0,0.0,주방,Kitchen & Dining Spaces,주방가구,unknown,벗겨짐,unknown
a63835db-849d-49b3-8374-17ef08643b9a,0.3104534149169922,0.6152992844581604,0.578779935836792,발코니(주방),Bathroom / Hygiene Spaces,타일,Tile grout,단차,Finishing / Surface Issues
c149942d-6006-4d16-9276-c669d7f7db4d,0.4842832088470459,0.27764061093330383,0.0,침실2,Living Room,도배지,Wallpaper,들뜸,unknown
084236f0-3cd1-4b52-bb21-5b4f7d4f6f23,0.5491139888763428,0.7947032451629639,0.21394403278827667,주방,Entrance / Vestibule,유리,Glass panel,코킹불량,Installation / Construction Faults
6b11115f-ffc6-49c3-8a28-c7285f676669,0.49747616052627563,0.3782447278499603,0.0,침실2,Entrance / Hallways / Storage,목제창호,Door,벗겨짐,unknown
102801b9-2e83-4d09-a13e-fcd5c118f8a9,0.43545669317245483,0.20058348774909973,0.39790427684783936,침실3,Main Living Spaces - Living Room,마루,Flooring (wooden),코킹불량,None
fed86355-516a-4eba-881f-086416016c8c,0.48658955097198486,0.4306415915489197,0.0,침실3,Living Room,마루,None,코킹불량,unknown
1402e674-cbd7-4297-bb2f-e340906a9fde,0.3966563940048218,0.8945672512054443,0.504275918006897,현관,Bathroom / Hygiene Spaces,타일,Grout,들뜸,Finishing / Surface Issues
82a0ab6a-5268-40f9-9b76-4b08ab7ddd2d,0.5509725213050842,0.28533774614334106,0.1846160590648651,실외기실,Other Auxiliary Spaces,AL창호,Window frame,손잡이불량,"Fixtures, Doors & Windows Issues"
16089b8f-5168-404a-bf60-f2eacaabca26,0.6197561025619507,0.5738743543624878,0.0,주방,Kitchen & Dining Spaces - Kitchen,주방상판,Countertop,흠집,unknown
f5079acc-323d-491b-8760-02ee8f89f5c1,0.7277857065200806,0.18475455045700073,0.1846160590648651,실외기실,Entrance / Hallways / Storage,AL창호,Metal bracket and door frame,손잡이불량,"Fixtures, Doors & Windows Issues"
a4fca80f-4471-4822-93a4-e1b3a690aee4,0.6972037553787231,0.28556424379348755,0.3025881052017212,현관,Entrance / Vestibule,강제창호,Door handle and lock mechanism,구멍,"Fixtures, Doors & Windows Issues"
af29460a-c5e9-4cd0-bba3-f8f99dd7fa06,0.5016568899154663,0.3469812273979187,0.38446885347366333,침실1(안방),Entrance / Vestibule,PL창호,"Door frame, door, window frame",변색,Installation / Construction Faults
3034433f-f0f2-407c-9c2f-0220c33e17fe,0.49948132038116455,0.2518880367279053,0.0,발코니(주방),Entrance / Hallways / Storage,PL창호,Door handle and lock mechanism,손잡이불량,unknown
5c1de2d5-3064-4894-8c7f-48442c1bd2a6,0.6584701538085938,0.14376777410507202,0.5032737851142883,주방,Kitchen & Dining Spaces,주방가구,Stainless Steel,누수,Finishing / Surface Issues
1625d753-b22b-4f3f-8395-e814b99b9165,0.9157058596611023,0.17702899873256683,0.1583351194858551,욕실,Bathroom / Hygiene Spaces,UBR,Metal (likely chrome-plated brass or stainless steel),흠집,"Fixtures, Doors & Windows Issues"
dc9bb042-8f7c-4e35-96c4-33f3da6fa83e,0.1497800648212433,0.5781535506248474,0.3864471912384033,부부욕실,Bathroom / Hygiene Spaces,양변기,Porcelain,누수,Leakage & Water-related Issues
0821f54e-c6dc-4c03-a3d3-784d359d9888,0.6152337789535522,0.46198710799217224,0.287373423576355,공용욕실,Bathroom / Hygiene Spaces,타일,Ceramic tiles,줄눈탈락,Installation / Construction Faults
0d2cf05c-2779-4f0f-953b-b215f519e340,0.4832959771156311,0.2924020290374756,0.3114273250102997,공용욕실,Kitchen & Dining Spaces - Kitchen,잠금장치,Mechanical components (possibly a kitchen appliance or part of a kitchen fixture),잠금불량,Installation / Construction Faults
c09ba640-4beb-47e4-89c3-2e5a132cf5d1,0.6152337789535522,0.5299006700515747,0.2121429294347763,공용욕실,Bathroom / Hygiene Spaces,잠금장치,Door handle,잠금불량,"Fixtures, Doors & Windows Issues"
bd9b5d67-eb63-4704-be57-ee6670e91173,0.6152337789535522,0.6119839549064636,0.2121429294347763,공용욕실,Bathroom / Hygiene Spaces,잠금장치,Door Handle,잠금불량,"Fixtures, Doors & Windows Issues"
3699c937-a837-4626-ae33-e4bccbbcda30,0.1497800648212433,0.5731762647628784,0.498320072889328,부부욕실,Bathroom / Hygiene Spaces,타일,Tiles,구배불량,None
1a8b5559-7a44-43ad-90f9-f9ad1e98cdec,0.6465598344802856,0.4587174952030182,0.32494068145751953,주방,Bathroom / Hygiene Spaces,절수형페달,Plastic/Resin,작동불량,"Fixtures, Doors & Windows Issues"
e29e1e46-e047-4af2-b147-0f02aeec8976,0.6197561025619507,0.3496599495410919,0.5155671238899231,주방,Kitchen & Dining Spaces - Kitchen,절수형페달,"Pipes, Valves, Hoses",작동불량,Installation / Construction Faults
1efe9476-6226-443f-a63a-b642be7cb12a,0.27955320477485657,0.6213635206222534,0.43819358944892883,발코니(주방),Bathroom / Hygiene Spaces - Common Bathroom,타일,Tile,구배불량,Finishing / Surface Issues
d56543f6-eb20-44c3-90e9-c842326c0c7b,0.27955320477485657,0.6213635206222534,0.43819358944892883,발코니(주방),Bathroom / Hygiene Spaces - Common Bathroom,타일,Tile,구배불량,Finishing / Surface Issues
2e6ac819-5df9-4ca9-9058-6773d5c87faf,0.792340874671936,0.3434158265590668,0.3597549796104431,발코니,Entrance / Vestibule,벽면,Metal door stopper,자연환기구불량,Installation / Construction Faults
0f9165d1-c87d-43a9-bbfd-ccb2774ddab8,0.6152337789535522,0.4544263482093811,0.3923981189727783,공용욕실,Bathroom / Hygiene Spaces,수전,Tiles,작동불량,Finishing / Surface Issues
a8fdd73c-17f2-4287-8e8d-9ce3dd44b66b,0.6152337789535522,0.32106271386146545,0.32494068145751953,공용욕실,Bathroom / Hygiene Spaces,수전,Glass shelves,작동불량,"Fixtures, Doors & Windows Issues"
dcb4aad9-dc5a-44f4-95bc-c2bf5c297e1b,0.1991177201271057,0.3237997889518738,0.3597549796104431,발코니,Kitchen & Dining Spaces - Kitchen,벽면,Plastic or metal (likely plastic) cover,자연환기구불량,Installation / Construction Faults
089316a2-957b-46f0-b7fa-9e213d11457c,0.6972037553787231,0.424289733171463,0.5155671238899231,현관,Entrance / Vestibule,도어클로저,Door closer mechanism,작동불량,Installation / Construction Faults
a599e882-64b8-4494-8e3b-9d89089faad9,0.6972037553787231,0.17597907781600952,0.5155671238899231,현관,Entrance / Vestibule,도어클로저,Metal hinge and door frame,작동불량,Installation / Construction Faults
36961b78-df5e-4c5a-a578-9dc6bd7a9567,0.6972037553787231,0.2771828770637512,0.5155671238899231,현관,Entrance / Vestibule,도어클로저,Metal parts (door closers),작동불량,Installation / Construction Faults
fac26b65-0f1b-4858-b547-9e67194bcf3e,0.6210179924964905,0.1897227019071579,0.0,거실,Entrance / Hallways / Storage,마루,Wood flooring,들뜸,unknown
078fa9aa-2d9a-4f63-9bc6-b54fb5fe0490,0.6210179924964905,0.2896767556667328,0.0,거실,Entrance / Hallways / Storage,마루,Flooring,들뜸,unknown
fd8a6332-61cf-416c-961a-a59b470b0eed,0.6210179924964905,0.2896767556667328,0.0,거실,Entrance / Hallways / Storage,마루,Flooring,들뜸,unknown
0208461a-4102-4f46-b7ec-c536ab063138,0.6972037553787231,0.3285152316093445,0.6485944390296936,현관,Entrance / Vestibule,도어록,Lock mechanism,작동불량,Mechanical / Functional Failures
0d073bba-8d5a-41b9-a5f4-102d70bc6955,0.44785094261169434,0.17520320415496826,0.504275918006897,침실2,Main Living Spaces - Living Room,마루,Wood Flooring,들뜸,Finishing / Surface Issues
fe9c5e90-d74c-41ce-b78c-96d68d721e68,0.5491139888763428,0.42323148250579834,0.0,주방,Entrance / Vestibule,장판,Flooring,들뜸,unknown
a9ccd212-fc95-4aec-853d-c1911f222cd5,0.7141123414039612,0.3049316704273224,0.3597549796104431,현관,Entrance / Hallways / Storage,벽면,Metal track and sliding door mechanism,자연환기구불량,Installation / Construction Faults
5332ae86-e536-4f84-bcc0-b16ca4eb7414,0.7141123414039612,0.3049316704273224,0.3597549796104431,현관,Entrance / Hallways / Storage,벽면,Metal track and sliding door mechanism,자연환기구불량,Installation / Construction Faults
e4c1aefe-2d25-4f1f-9c46-331dd0144c4e,0.6152337789535522,0.6213635206222534,0.43819358944892883,공용욕실,Bathroom / Hygiene Spaces,타일,Tile,구배불량,Finishing / Surface Issues
04fd49e1-504b-47c9-9bcf-fbc4a1bf6a9b,0.5752893686294556,0.30682846903800964,0.5155671238899231,주방,Boiler Room,온수분배기,"Plastic pipes, metal fittings, electrical components",작동불량,Installation / Construction Faults
1bbd35e8-d660-41c5-a3a1-10ae3b8d2198,0.5752893686294556,0.3083890974521637,0.5155671238899231,주방,Boiler Room,온수분배기,"Copper pipes, Valves, Electrical components",작동불량,Installation / Construction Faults
d166c13f-8d56-4ac4-8546-c200d15e4608,0.49747616052627563,0.3782447278499603,0.0,침실2,Entrance / Hallways / Storage,목제창호,Door,이격,unknown
1dcda042-0348-4172-bba2-14a845292e11,0.6972037553787231,0.22389191389083862,0.4453243315219879,현관,Entrance / Vestibule,도어클로저,Metal (door hinge mechanism),작동불량,Corrosion / Rust
529e653e-552e-48bf-bb61-aaf55d90e362,0.26708242297172546,0.49417877197265625,0.30842408537864685,발코니,Other Auxiliary Spaces,벽면,Paint,자연환기구불량,Finishing / Surface Issues
11f156c7-4ef4-4743-bca7-c129b6d0a1b8,0.6584701538085938,0.0,0.0,주방,Kitchen & Dining Spaces,수전,unknown,작동불량,unknown
e0eab3be-fdde-4305-86f6-7838e292b819,0.6584701538085938,0.32331132888793945,0.32494068145751953,주방,Kitchen & Dining Spaces,수전,Metal (faucet),작동불량,"Fixtures, Doors & Windows Issues"
c0546c8d-2dc0-492e-bd94-56a59e9fb787,0.6584701538085938,0.0,0.0,주방,Kitchen & Dining Spaces,수전,unknown,작동불량,unknown
1988bf83-5039-4596-9f1a-c45f472ca850,0.6197561025619507,0.14966553449630737,0.21190744638442993,주방,Kitchen & Dining Spaces - Kitchen,렌지후드,Air Vent Cover,소음,Finishing / Surface Issues
84579a31-86dd-4d40-8dc9-f2e390618471,0.6197561025619507,0.061301521956920624,0.21190744638442993,주방,Kitchen & Dining Spaces - Kitchen,렌지후드,Checkerboard tile flooring,소음,Finishing / Surface Issues
5b1f7a9f-386a-436a-beee-7e752d55e18c,0.5752893686294556,0.2269008755683899,0.258637934923172,주방,Boiler Room,렌지후드,Metal (vent pipe),소음,Installation / Construction Faults
dad8418d-ad1c-4755-9eaa-6acd19235357,0.6972037553787231,0.30594882369041443,0.15118111670017242,현관,Entrance / Vestibule,강제창호,Door frame and door,유입,"Fixtures, Doors & Windows Issues"
03b3722b-f94d-46d4-b778-ebe605e434e3,0.6197561025619507,0.3351947069168091,0.5183013677597046,주방,Kitchen & Dining Spaces - Kitchen,가스경보기,None,작동불량,None
253e09c6-368d-47cb-9c89-a1530517ba08,0.6197561025619507,0.3351947069168091,0.5183013677597046,주방,Kitchen & Dining Spaces - Kitchen,가스경보기,None,작동불량,None
43913e8e-25cd-45da-bbc2-ca984408e4bc,0.6197561025619507,0.5860143899917603,0.5155671238899231,주방,Kitchen & Dining Spaces - Kitchen,가스경보기,Electronic device (gas leak detector),작동불량,Installation / Construction Faults
bc1a9b21-dff1-4654-82e4-f0908b17bcf4,0.6584701538085938,0.705066978931427,0.5155671238899231,주방,Kitchen & Dining Spaces,가스경보기,Gas Leak Detector,작동불량,Installation / Construction Faults
7d5313f7-6d56-4fe3-a61e-123694e110e4,0.6197561025619507,0.3351947069168091,0.5183013677597046,주방,Kitchen & Dining Spaces - Kitchen,가스경보기,None,작동불량,None
15f9dd60-3438-409f-b903-754c1df3e060,0.4181576371192932,0.6119839549064636,0.3114273250102997,침실2,Entrance,잠금장치,Door Handle,잠금불량,Installation / Construction Faults
aca89c35-1ea7-4c10-95ee-0255953d386c,0.49747616052627563,0.5479226112365723,0.3114273250102997,침실2,Entrance / Hallways / Storage,잠금장치,Door Lock Mechanism,잠금불량,Installation / Construction Faults
20693430-13af-4424-89b6-8c1b3432f545,0.49747616052627563,0.4654083251953125,0.2121429294347763,침실2,Entrance / Hallways / Storage,잠금장치,Door handle and lock mechanism,잠금불량,"Fixtures, Doors & Windows Issues"
d36f20cb-6f5d-4569-8741-d1835fc3f8f1,0.49747616052627563,0.5479226112365723,0.3114273250102997,침실2,Entrance / Hallways / Storage,잠금장치,Door Lock Mechanism,잠금불량,Installation / Construction Faults
6adb8dcc-63dd-49c6-9112-fb15c067cccd,0.43532928824424744,0.4654083251953125,0.2121429294347763,침실2,Entrance / Vestibule,잠금장치,Door handle and lock mechanism,잠금불량,"Fixtures, Doors & Windows Issues"
8121251a-0b03-4599-b5c1-87380adcfde2,0.49747616052627563,0.44512590765953064,0.2121429294347763,침실2,Entrance / Hallways / Storage,잠금장치,Metal (door handle and lock mechanism),잠금불량,"Fixtures, Doors & Windows Issues"
59a90943-2a63-4df1-91ba-0515f8dd11ec,0.4832959771156311,0.45243173837661743,0.43819358944892883,공용욕실,Kitchen & Dining Spaces - Kitchen,타일,Painted Surface,구배불량,Finishing / Surface Issues
387142ec-50f9-401f-8ddb-2a3147cddbce,0.4994567334651947,0.6213635206222534,0.43819358944892883,공용욕실,Kitchen & Dining Spaces,타일,Tile,구배불량,Finishing / Surface Issues
071b4ba3-efb6-45fa-98cf-aa4e03519074,0.4832959771156311,0.6213635206222534,0.43819358944892883,공용욕실,Kitchen & Dining Spaces - Kitchen,타일,Tile,구배불량,Finishing / Surface Issues
24a2f061-a37f-45a0-a403-37d71e4cd14b,0.5394706130027771,0.3907765746116638,0.3597549796104431,드레스룸,Entrance / Vestibule,벽면,Sliding Door Track,자연환기구불량,Installation / Construction Faults
cb72e4a1-343e-4e36-b6fa-7a03f25a5c49,0.5394706130027771,0.3907765746116638,0.3597549796104431,드레스룸,Entrance / Vestibule,벽면,Sliding Door Track,자연환기구불량,Installation / Construction Faults
050aed26-0b88-48c4-b905-1a58b40ef895,0.40031906962394714,0.34331434965133667,0.3114273250102997,현관,Other Auxiliary Spaces,잠금장치,Drywall,잠금불량,Installation / Construction Faults
d617102b-aade-466a-bf1f-7bf4736e2aa2,0.6972037553787231,0.48086416721343994,0.2121429294347763,현관,Entrance / Vestibule,잠금장치,Metal lock mechanism,잠금불량,"Fixtures, Doors & Windows Issues"
549af120-269c-45fe-b91b-c27e26034135,0.7141123414039612,0.4654083251953125,0.2121429294347763,현관,Entrance / Hallways / Storage,잠금장치,Door handle and lock mechanism,잠금불량,"Fixtures, Doors & Windows Issues"
3f7900b4-2ed9-4970-8a5d-aecc3472ab80,0.7141123414039612,0.6119839549064636,0.3114273250102997,현관,Entrance / Hallways / Storage,잠금장치,Door Handle,잠금불량,Installation / Construction Faults
a90f0411-f45b-45cf-85b8-44b4c473d870,0.7141123414039612,0.4654083251953125,0.2121429294347763,현관,Entrance / Hallways / Storage,잠금장치,Door handle and lock mechanism,잠금불량,"Fixtures, Doors & Windows Issues"
eec1046a-b880-479b-b787-3e86446c82d7,0.3828674554824829,0.34331434965133667,0.3114273250102997,현관,Bathroom / Hygiene Spaces - Common Bathroom,잠금장치,Drywall,잠금불량,Installation / Construction Faults
bf718705-dfd2-494c-a785-8039d52e6133,0.6972037553787231,0.48086416721343994,0.2121429294347763,현관,Entrance / Vestibule,잠금장치,Metal lock mechanism,잠금불량,"Fixtures, Doors & Windows Issues"
56d3b9c4-e333-46ae-9949-1249eecb656d,0.7141123414039612,0.6119839549064636,0.3114273250102997,현관,Entrance / Hallways / Storage,잠금장치,Door Handle,잠금불량,Installation / Construction Faults
a6457f95-a23a-4041-8a22-663a175288f7,0.6972037553787231,0.38978299498558044,0.15118111670017242,현관,Entrance,강제창호,Door,유입,"Fixtures, Doors & Windows Issues"
00f55682-8cbc-445b-8d16-9220fcbfa55a,0.6584701538085938,0.3180273175239563,0.3923981189727783,주방,Kitchen & Dining Spaces,가스경보기,Tiles,작동불량,Finishing / Surface Issues
d266d8f2-371e-4925-aa7c-29f1e1f31448,0.5752893686294556,0.6095815896987915,0.6485944390296936,주방,Boiler Room,가스경보기,Electronic Device (Gas Detector),작동불량,Mechanical / Functional Failures
a319e8d5-c0e3-4502-a276-0c4370406ab3,0.6197561025619507,0.35408255457878113,0.3923981189727783,주방,Kitchen & Dining Spaces - Kitchen,가스경보기,Tile,작동불량,Finishing / Surface Issues
ada395c2-b4ba-4eb5-be9b-7dae0006daa1,0.6197561025619507,0.36214059591293335,0.32494068145751953,주방,Kitchen & Dining Spaces - Kitchen,가스경보기,PVC pipe,작동불량,"Fixtures, Doors & Windows Issues"
e1f9102c-7910-4387-9874-044ec25cc2d6,0.6197561025619507,0.24482059478759766,0.0,주방,Kitchen & Dining Spaces - Kitchen,가스경보기,Ceiling,작동불량,unknown
49f86293-b198-405b-95b2-eab4c2b396c1,0.6197561025619507,0.36385101079940796,0.5155671238899231,주방,Kitchen & Dining Spaces - Kitchen,가스경보기,Aluminum Foil Insulation,작동불량,Installation / Construction Faults
b8e0ef82-671a-45c4-bc74-261480bf324b,0.792340874671936,0.6241801977157593,0.3597549796104431,발코니,Entrance / Vestibule,벽면,Ceiling,자연환기구불량,Installation / Construction Faults
5b738049-ae81-440e-9d04-e9364b63632e,0.7141123414039612,0.31766676902770996,0.18250210583209991,현관,Entrance / Hallways / Storage,강제창호,Door frame,이격,"Fixtures, Doors & Windows Issues"
0bfc4df8-0d29-4832-acda-91c45df482b8,0.6972037553787231,0.3049316704273224,0.3597549796104431,현관,Entrance / Vestibule,벽면,Metal track and sliding door mechanism,자연환기구불량,Installation / Construction Faults
d4a8f621-b0d2-4ddd-b1d2-035b1c2e201a,0.6152337789535522,0.6213635206222534,0.3670581579208374,공용욕실,Bathroom / Hygiene Spaces,타일,Tile,구배불량,Leakage & Water-related Issues
09cf7232-99cb-4c83-94b4-9911a6fb030a,0.3555767238140106,0.2685154676437378,0.0,발코니,Balcony (Living Room),유리,None,파손,unknown
bc8d1ff4-d0bc-4b3e-8f17-4483ed7e49cd,0.6152337789535522,0.6213635206222534,0.43819358944892883,공용욕실,Bathroom / Hygiene Spaces,타일,Tile,구배불량,Finishing / Surface Issues
138d38c3-1458-4354-8039-7231091484a9,0.35072872042655945,0.77618807554245,0.2121429294347763,침실1(안방),Bathroom / Hygiene Spaces,문,Door handle,잠금불량,"Fixtures, Doors & Windows Issues"
98c8ac88-36d1-41bd-914a-7d3050b1e9e1,0.5109831094741821,0.77618807554245,0.2121429294347763,침실1(안방),Entrance / Hallways / Storage,문,Door handle,잠금불량,"Fixtures, Doors & Windows Issues"
2ddc932e-77e0-4d1a-bd5e-0a58102031a1,0.5109831094741821,0.7108224034309387,0.2121429294347763,침실1(안방),Entrance / Hallways / Storage,문,Door Handle,잠금불량,"Fixtures, Doors & Windows Issues"
7cd710ef-7a86-4fcd-920f-a9aaa74beb5b,0.5109831094741821,0.29186931252479553,0.4977170526981354,침실1(안방),Entrance / Hallways / Storage,문,Paint,잠금불량,Finishing / Surface Issues
fba57ce3-936c-4544-8163-b91f9dd86fc3,0.5016568899154663,0.957403302192688,0.1647484302520752,침실1(안방),Entrance / Vestibule,유리,Glass,파손,"Fixtures, Doors & Windows Issues"
a2c5146a-c960-4562-906e-fad308cc2157,0.1497800648212433,0.4116794466972351,0.3670581579208374,부부욕실,Bathroom / Hygiene Spaces,타일,Tile flooring,구배불량,Leakage & Water-related Issues
09fba2e9-bf54-4dd5-a98a-fb7f64d20324,0.1497800648212433,0.22484035789966583,0.41180554032325745,부부욕실,Bathroom / Hygiene Spaces,세면대,Ceramic tiles,작동불량,Structural Damage & Cracks
2850d861-63f1-4e13-b536-e3369f1b6095,0.1497800648212433,0.20319858193397522,0.5155671238899231,부부욕실,Bathroom / Hygiene Spaces,세면대,PVC pipe,작동불량,Installation / Construction Faults
2c617cc5-1f08-43a5-9a10-acb0e9365b57,0.1497800648212433,0.20319858193397522,0.5155671238899231,부부욕실,Bathroom / Hygiene Spaces,세면대,PVC pipe,작동불량,Installation / Construction Faults
d252ef27-1c14-4a1b-a5dc-10b840bcb0dd,0.1497800648212433,0.20319858193397522,0.5155671238899231,부부욕실,Bathroom / Hygiene Spaces,세면대,PVC pipe,작동불량,Installation / Construction Faults
1a82ba24-a86b-4dbb-854b-818bc0077b48,0.5109831094741821,0.3312588632106781,0.5155671238899231,침실1(안방),Entrance / Hallways / Storage,손잡이,"Metal parts (locks, handles, screws)",작동불량,Installation / Construction Faults
832a1b71-3435-4790-97d9-727ebba9609d,0.5109831094741821,0.4101279675960541,0.32494068145751953,침실1(안방),Entrance / Hallways / Storage,손잡이,Brass door handle,작동불량,"Fixtures, Doors & Windows Issues"
c1e02f8e-cfd9-4b63-b8a8-c670159eedc3,0.5016568899154663,0.3819776773452759,0.32494068145751953,침실1(안방),Entrance / Vestibule,손잡이,Door handle and lock mechanism,작동불량,"Fixtures, Doors & Windows Issues"
ca27f317-305d-478e-8ede-7b7dce8bad65,0.5016568899154663,0.3462090492248535,0.5155671238899231,침실1(안방),Entrance / Vestibule,손잡이,Metal parts of door handles and locks,작동불량,Installation / Construction Faults
de95250d-ed44-470d-befb-40750107500a,0.5109831094741821,0.3819776773452759,0.32494068145751953,침실1(안방),Entrance / Hallways / Storage,손잡이,Door handle and lock mechanism,작동불량,"Fixtures, Doors & Windows Issues"
b7fb9d5b-0a9c-418f-9a87-b985e940a9da,0.345700204372406,0.3819776773452759,0.32494068145751953,침실1(안방),Kitchen & Dining Spaces - Kitchen,손잡이,Door handle and lock mechanism,작동불량,"Fixtures, Doors & Windows Issues"
